subject,run_number,Trialid,condition,choice_number,self_value,other_value,choice,self,other,choice_RT
1217,2,16,2,3,11,6,2,10,10,1419
1217,2,16,2,4,6,22,1,6,22,1788
1217,2,17,1,1,4,16,2,10,10,1528
1217,2,17,1,2,29,30,1,29,30,1123
1217,2,17,1,3,11,6,2,10,10,1653
1217,2,17,1,4,10,26,1,10,26,1126
1217,2,18,3,1,15,30,1,15,30,1180
1217,2,18,3,2,16,8,2,10,10,1695
1217,2,18,3,3,8,16,2,10,10,1236
1217,2,18,3,4,22,12,1,22,12,1200
1217,2,19,1,1,16,8,2,10,10,1631
1217,2,19,1,2,22,12,1,22,12,1035
1217,2,19,1,3,18,18,1,18,18,1070
1217,2,19,1,4,1,13,2,10,10,887
1217,2,20,4,1,12,8,2,10,10,1449
1217,2,20,4,2,1,13,2,10,10,1758
1217,2,20,4,3,22,10,1,22,10,1166
1217,2,20,4,4,10,30,1,10,30,1199
1217,2,21,1,1,6,22,1,6,22,1830
1217,2,21,1,2,26,10,1,26,10,1648
1217,2,21,1,3,22,6,1,22,6,2007
1217,2,21,1,4,10,30,1,10,30,1288
1217,2,22,2,1,12,22,1,12,22,1138
1217,2,22,2,2,11,8,2,10,10,1306
1217,2,22,2,3,22,10,1,22,10,1592
1217,2,22,2,4,7,13,2,10,10,1370
1217,2,25,3,1,30,20,1,30,20,1152
1217,2,25,3,2,4,28,1,4,28,1831
1217,2,25,3,3,22,6,1,22,6,1490
1217,2,25,3,4,29,30,1,29,30,1025
1217,2,27,4,1,22,6,1,22,6,1450
1217,2,27,4,2,4,28,1,4,28,1560
1217,2,27,4,3,12,18,1,12,18,1258
1217,2,27,4,4,30,10,1,30,10,955
1217,2,29,2,1,15,30,1,15,30,1149
1217,2,29,2,2,17,3,2,10,10,1537
1217,2,29,2,3,4,28,1,4,28,1353
1217,2,29,2,4,18,12,1,18,12,1086
1217,2,31,3,1,4,16,2,10,10,1530
1217,2,31,3,2,12,3,2,10,10,1157
1217,2,31,3,3,10,26,1,10,26,1213
1217,2,31,3,4,26,14,1,26,14,1219
1217,2,33,1,1,2,2,2,10,10,924
1217,2,33,1,2,17,3,2,10,10,1666
1217,2,33,1,3,12,22,1,12,22,1311
1217,2,33,1,4,7,13,2,10,10,1260
1217,2,34,4,1,18,18,1,18,18,1113
1217,2,34,4,2,7,13,2,10,10,1332
1217,2,34,4,3,25,30,1,25,30,1158
1217,2,34,4,4,11,6,2,10,10,1738
1217,2,35,2,1,30,15,1,30,15,1028
1217,2,35,2,2,8,16,2,10,10,1240
1217,2,35,2,3,11,6,2,10,10,1405
1217,2,35,2,4,30,25,1,30,25,1044
1217,2,36,3,1,7,13,2,10,10,1247
1217,2,36,3,2,10,18,1,10,18,1068
1217,2,36,3,3,18,10,1,18,10,1502
1217,2,36,3,4,11,6,2,10,10,1453
1217,3,1,1,1,30,10,1,30,10,1291
1217,3,1,1,2,10,22,1,10,22,1113
1217,3,1,1,3,4,28,1,4,28,1426
1217,3,1,1,4,12,3,2,10,10,1480
1217,3,2,4,1,4,28,1,4,28,1313
1217,3,2,4,2,12,3,2,10,10,1134
1217,3,2,4,3,18,10,1,18,10,1028
1217,3,2,4,4,15,30,1,15,30,913
1217,3,4,2,1,17,3,2,10,10,1231
1217,3,4,2,2,8,16,2,10,10,1334
1217,3,4,2,3,10,18,1,10,18,1497
1217,3,4,2,4,18,10,1,18,10,1099
1217,3,5,3,1,30,15,1,30,15,1268
1217,3,5,3,2,1,13,2,10,10,1102
1217,3,5,3,3,31,3,1,31,3,1459
1217,3,5,3,4,10,18,1,10,18,1694
1217,3,7,4,1,10,22,1,10,22,1047
1217,3,7,4,2,8,16,1,8,16,1770
1217,3,7,4,3,30,10,1,30,10,956
1217,3,7,4,4,12,8,2,10,10,1297
1217,3,8,1,1,18,10,1,18,10,1016
1217,3,8,1,2,10,18,1,10,18,1061
1217,3,8,1,3,2,18,2,10,10,1497
1217,3,8,1,4,17,3,2,10,10,1355
1217,3,9,2,1,10,22,1,10,22,916
1217,3,9,2,2,11,8,2,10,10,1238
1217,3,9,2,3,18,12,1,18,12,1136
1217,3,9,2,4,7,13,2,10,10,1275
1217,3,10,3,1,11,8,2,10,10,1756
1217,3,10,3,2,2,18,2,10,10,1451
1217,3,10,3,3,30,10,1,30,10,1504
1217,3,10,3,4,15,30,1,15,30,1083
1217,3,13,3,1,18,10,1,18,10,1133
1217,3,13,3,2,12,18,1,12,18,1352
1217,3,13,3,3,17,3,2,10,10,1511
1217,3,13,3,4,4,28,1,4,28,1072
1217,3,14,1,1,11,8,2,10,10,1153
1217,3,14,1,2,22,12,1,22,12,877
1217,3,14,1,3,8,16,1,8,16,2084
1217,3,14,1,4,10,30,1,10,30,1470
1217,3,16,2,1,10,30,1,10,30,1168
1217,3,16,2,2,12,8,2,10,10,1646
1217,3,16,2,3,22,12,1,22,12,791
1217,3,16,2,4,4,28,1,4,28,1354
1217,3,17,4,1,11,8,2,10,10,1074
1217,3,17,4,2,7,13,2,10,10,1233
1217,3,17,4,3,22,10,1,22,10,1030
1217,3,17,4,4,10,30,1,10,30,865
1217,3,18,1,1,12,18,1,12,18,1111
1217,3,18,1,2,16,8,1,16,8,1455
1217,3,18,1,3,30,15,1,30,15,806
1217,3,18,1,4,1,13,2,10,10,1152
1217,3,19,3,1,12,3,2,10,10,1282
1217,3,19,3,2,18,12,1,18,12,1107
1217,3,19,3,3,10,30,1,10,30,948
1217,3,19,3,4,7,13,2,10,10,1088
1217,3,20,2,1,31,3,1,31,3,1187
1217,3,20,2,2,7,11,2,10,10,1104
1217,3,20,2,3,30,15,1,30,15,1062
1217,3,20,2,4,15,30,1,15,30,872
1217,3,23,4,1,12,18,1,12,18,1285
1217,3,23,4,2,2,18,2,10,10,1383
1217,3,23,4,3,18,12,1,18,12,1308
1217,3,23,4,4,16,8,1,16,8,1284
1217,3,24,2,1,30,10,1,30,10,820
1217,3,24,2,2,12,3,2,10,10,1127
1217,3,24,2,3,2,18,2,10,10,1357
1217,3,24,2,4,12,18,1,12,18,925
1217,3,25,1,1,22,10,1,22,10,926
1217,3,25,1,2,12,22,1,12,22,975
1217,3,25,1,3,7,11,2,10,10,1020
1217,3,25,1,4,12,8,2,10,10,1198
1217,3,26,3,1,8,16,2,10,10,1136
1217,3,26,3,2,12,8,2,10,10,1370
1217,3,26,3,3,22,12,1,22,12,916
1217,3,26,3,4,12,22,1,12,22,831
1217,3,27,4,1,7,11,2,10,10,1076
1217,3,27,4,2,12,22,1,12,22,728
1217,3,27,4,3,17,3,2,10,10,1907
1217,3,27,4,4,30,15,1,30,15,1089
1217,3,30,2,1,12,22,1,12,22,904
1217,3,30,2,2,16,8,1,16,8,1420
1217,3,30,2,3,22,10,1,22,10,807
1217,3,30,2,4,1,13,2,10,10,1064
1217,3,31,3,1,10,22,1,10,22,1227
1217,3,31,3,2,7,11,2,10,10,1221
1217,3,31,3,3,22,10,1,22,10,890
1217,3,31,3,4,16,8,1,16,8,1344
1217,3,33,4,1,1,13,2,10,10,1444
1217,3,33,4,2,22,12,1,22,12,1028
1217,3,33,4,3,31,3,1,31,3,1598
1217,3,33,4,4,10,18,1,10,18,1315
1217,3,35,1,1,15,30,1,15,30,1181
1217,3,35,1,2,31,3,1,31,3,1442
1217,3,35,1,3,18,12,1,18,12,1033
1217,3,35,1,4,7,13,2,10,10,1195
1218,1,2,3,1,22,6,1,22,6,1188
1218,1,2,3,2,10,26,2,10,10,1929
1218,1,2,3,3,25,30,2,10,10,1521
1218,1,2,3,4,4,12,2,10,10,882
1218,1,3,2,1,12,3,2,10,10,1018
1218,1,3,2,2,30,25,2,10,10,1181
1218,1,3,2,3,6,22,2,10,10,985
1218,1,3,2,4,30,10,2,10,10,1280
1218,1,4,4,1,31,3,2,10,10,1072
1218,1,4,4,2,22,10,1,22,10,1381
1218,1,4,4,3,30,25,1,30,25,1019
1218,1,4,4,4,4,12,2,10,10,699
1218,1,6,1,1,11,6,2,10,10,1515
1218,1,6,1,2,20,30,2,10,10,1048
1218,1,6,1,3,4,16,2,10,10,727
1218,1,6,1,4,10,26,2,10,10,778
1218,1,8,4,1,10,30,2,10,10,1124
1218,1,8,4,2,25,30,2,10,10,1235
1218,1,8,4,3,6,22,2,10,10,856
1218,1,8,4,4,11,8,2,10,10,718
1218,1,9,2,1,11,6,2,10,10,1359
1218,1,9,2,2,12,18,2,10,10,999
1218,1,9,2,3,22,10,2,10,10,1045
1218,1,9,2,4,4,28,2,10,10,872
1218,1,10,3,1,30,10,1,30,10,878
1218,1,10,3,2,12,8,1,12,8,1030
1218,1,10,3,3,7,11,2,10,10,1021
1218,1,10,3,4,14,26,2,10,10,1247
1218,1,12,2,1,20,30,2,10,10,1304
1218,1,12,2,2,8,16,2,10,10,989
1218,1,12,2,3,14,26,2,10,10,1210
1218,1,12,2,4,31,3,1,31,3,1010
1218,1,13,4,1,14,6,1,14,6,980
1218,1,13,4,2,20,30,2,10,10,1094
1218,1,13,4,3,2,18,2,10,10,815
1218,1,13,4,4,12,22,2,10,10,1086
1218,1,14,1,1,7,11,2,10,10,1250
1218,1,14,1,2,31,3,2,10,10,1325
1218,1,14,1,3,30,20,2,10,10,1471
1218,1,14,1,4,26,14,1,26,14,903
1218,1,16,3,1,22,6,1,22,6,1508
1218,1,16,3,2,6,22,2,10,10,931
1218,1,16,3,3,26,10,1,26,10,822
1218,1,16,3,4,30,20,1,30,20,910
1218,1,17,4,1,4,16,2,10,10,993
1218,1,17,4,2,10,22,2,10,10,1344
1218,1,17,4,3,11,6,1,11,6,1543
1218,1,17,4,4,26,10,1,26,10,949
1218,1,19,2,1,4,12,2,10,10,1247
1218,1,19,2,2,30,29,1,30,29,957
1218,1,19,2,3,14,6,1,14,6,1099
1218,1,19,2,4,25,30,2,10,10,1138
1218,1,20,1,1,11,8,2,10,10,1352
1218,1,20,1,2,26,10,1,26,10,986
1218,1,20,1,3,30,29,1,30,29,961
1218,1,20,1,4,8,16,2,10,10,1052
1218,1,21,3,1,4,16,2,10,10,1083
1218,1,21,3,2,12,3,1,12,3,1011
1218,1,21,3,3,10,22,2,10,10,934
1218,1,21,3,4,20,30,1,20,30,921
1218,1,22,4,1,14,6,1,14,6,685
1218,1,22,4,2,6,22,2,10,10,718
1218,1,22,4,3,18,12,1,18,12,934
1218,1,22,4,4,2,2,2,10,10,908
1218,1,25,1,1,4,16,2,10,10,1080
1218,1,25,1,2,12,3,1,12,3,964
1218,1,25,1,3,10,22,2,10,10,1192
1218,1,25,1,4,30,15,1,30,15,1312
1218,1,26,3,1,2,2,2,10,10,914
1218,1,26,3,2,26,14,1,26,14,826
1218,1,26,3,3,4,16,2,10,10,909
1218,1,26,3,4,16,8,1,16,8,1227
1218,1,27,2,1,26,14,1,26,14,1003
1218,1,27,2,2,15,30,1,15,30,1004
1218,1,27,2,3,7,11,2,10,10,792
1218,1,27,2,4,14,6,1,14,6,868
1218,1,29,1,1,12,22,1,12,22,1482
1218,1,29,1,2,14,6,1,14,6,1569
1218,1,29,1,3,22,12,1,22,12,1028
1218,1,29,1,4,4,12,2,10,10,1308
1218,1,31,4,1,30,10,1,30,10,667
1218,1,31,4,2,12,18,2,10,10,1083
1218,1,31,4,3,17,3,1,17,3,976
1218,1,31,4,4,7,11,2,10,10,825
1218,1,32,3,1,18,18,1,18,18,788
1218,1,32,3,2,31,3,1,31,3,1630
1218,1,32,3,3,2,18,2,10,10,1343
1218,1,32,3,4,10,18,1,10,18,1665
1218,1,34,2,1,11,8,1,11,8,1838
1218,1,34,2,2,10,18,2,10,10,1646
1218,1,34,2,3,18,12,1,18,12,1465
1218,1,34,2,4,2,18,2,10,10,965
1218,1,36,1,1,17,3,1,17,3,1170
1218,1,36,1,2,6,22,2,10,10,1056
1218,1,36,1,3,10,18,1,10,18,1068
1218,1,36,1,4,18,10,1,18,10,1285
1218,2,1,4,1,14,26,1,14,26,907
1218,2,1,4,2,4,12,2,10,10,917
1218,2,1,4,3,12,8,1,12,8,780
1218,2,1,4,4,18,18,1,18,18,836
1218,2,5,3,1,30,29,1,30,29,1008
1218,2,5,3,2,18,10,1,18,10,887
1218,2,5,3,3,4,12,2,10,10,827
1218,2,5,3,4,14,6,1,14,6,750
1218,2,6,1,1,4,12,2,10,10,1098
1218,2,6,1,2,18,12,1,18,12,795
1218,2,6,1,3,30,25,1,30,25,719
1218,2,6,1,4,22,6,1,22,6,666
1218,2,7,2,1,4,16,2,10,10,1096
1218,2,7,2,2,22,6,1,22,6,665
1218,2,7,2,3,10,22,1,10,22,1408
1218,2,7,2,4,30,15,1,30,15,839
1218,2,8,4,1,30,15,1,30,15,958
1218,2,8,4,2,30,29,1,30,29,790
1218,2,8,4,3,22,6,1,22,6,675
1218,2,8,4,4,1,13,2,10,10,888
1218,2,11,3,1,29,30,1,29,30,919
1218,2,11,3,2,10,30,2,10,10,2371
1218,2,11,3,3,1,13,2,10,10,1063
1218,2,11,3,4,14,6,1,14,6,930
1218,2,12,1,1,6,22,2,10,10,1337
1218,2,12,1,2,15,30,1,15,30,944
1218,2,12,1,3,16,8,1,16,8,746
1218,2,12,1,4,2,2,2,10,10,678
1218,2,13,2,1,4,12,2,10,10,845
1218,2,13,2,2,30,20,1,30,20,733
1218,2,13,2,3,12,8,1,12,8,732
1218,2,13,2,4,18,10,1,18,10,771
1218,2,14,4,1,15,30,1,15,30,851
1218,2,14,4,2,16,8,1,16,8,1114
1218,2,14,4,3,8,16,2,10,10,948
1218,2,14,4,4,22,12,1,22,12,586
1218,2,17,3,1,12,18,1,12,18,806
1218,2,17,3,2,22,12,1,22,12,630
1218,2,17,3,3,11,6,1,11,6,927
1218,2,17,3,4,6,22,2,10,10,703
1218,2,18,1,1,29,30,1,29,30,774
1218,2,18,1,2,14,26,1,14,26,958
1218,2,18,1,3,2,18,2,10,10,716
1218,2,18,1,4,14,6,1,14,6,819
1218,2,20,2,1,4,16,2,10,10,906
1218,2,20,2,2,29,30,1,29,30,796
1218,2,20,2,3,11,6,1,11,6,801
1218,2,20,2,4,10,26,2,10,10,754
1218,2,21,3,1,12,22,2,10,10,1676
1218,2,21,3,2,11,8,1,11,8,1158
1218,2,21,3,3,22,10,1,22,10,703
1218,2,21,3,4,7,13,2,10,10,847
1218,2,23,4,1,30,20,1,30,20,728
1218,2,23,4,2,4,28,2,10,10,852
1218,2,23,4,3,22,6,1,22,6,643
1218,2,23,4,4,29,30,1,29,30,608
1218,2,24,1,1,12,8,1,12,8,814
1218,2,24,1,2,1,13,2,10,10,892
1218,2,24,1,3,22,10,1,22,10,578
1218,2,24,1,4,10,30,2,10,10,1584
1218,2,25,3,1,15,30,1,15,30,1025
1218,2,25,3,2,17,3,1,17,3,743
1218,2,25,3,3,4,28,2,10,10,934
1218,2,25,3,4,18,12,1,18,12,921
1218,2,26,2,1,16,8,1,16,8,808
1218,2,26,2,2,22,12,1,22,12,611
1218,2,26,2,3,18,18,1,18,18,942
1218,2,26,2,4,1,13,2,10,10,921
1218,2,27,2,1,6,22,2,10,10,858
1218,2,27,2,2,26,10,1,26,10,861
1218,2,27,2,3,22,6,1,22,6,857
1218,2,27,2,4,10,30,2,10,10,1471
1218,2,29,4,1,4,16,2,10,10,970
1218,2,29,4,2,12,3,1,12,3,633
1218,2,29,4,3,10,26,1,10,26,1708
1218,2,29,4,4,26,14,1,26,14,1061
1218,2,30,1,1,22,6,1,22,6,719
1218,2,30,1,2,4,28,2,10,10,1149
1218,2,30,1,3,12,18,1,12,18,954
1218,2,30,1,4,30,10,1,30,10,784
1218,2,32,3,1,30,15,1,30,15,823
1218,2,32,3,2,8,16,2,10,10,746
1218,2,32,3,3,11,6,1,11,6,1022
1218,2,32,3,4,30,25,1,30,25,771
1218,2,33,2,1,2,2,2,10,10,1278
1218,2,33,2,2,17,3,1,17,3,803
1218,2,33,2,3,12,22,1,12,22,775
1218,2,33,2,4,7,13,2,10,10,836
1218,2,34,1,1,18,18,1,18,18,1019
1218,2,34,1,2,7,13,2,10,10,836
1218,2,34,1,3,25,30,1,25,30,574
1218,2,34,1,4,11,6,1,11,6,696
1218,2,35,4,1,7,13,2,10,10,999
1218,2,35,4,2,10,18,2,10,10,1402
1218,2,35,4,3,18,10,1,18,10,1305
1218,2,35,4,4,11,6,1,11,6,837
1218,3,1,3,1,17,3,1,17,3,792
1218,3,1,3,2,8,16,2,10,10,930
1218,3,1,3,3,10,18,1,10,18,1392
1218,3,1,3,4,18,10,1,18,10,733
1218,3,2,4,1,30,15,1,30,15,630
1218,3,2,4,2,1,13,2,10,10,925
1218,3,2,4,3,31,3,1,31,3,644
1218,3,2,4,4,10,18,1,10,18,940
1218,3,4,2,1,30,10,1,30,10,734
1218,3,4,2,2,10,22,1,10,22,1719
1218,3,4,2,3,4,28,2,10,10,920
1218,3,4,2,4,12,3,1,12,3,758
1218,3,5,1,1,4,28,2,10,10,698
1218,3,5,1,2,12,3,1,12,3,733
1218,3,5,1,3,18,10,1,18,10,711
1218,3,5,1,4,15,30,1,15,30,669
1218,3,6,3,1,10,22,1,10,22,772
1218,3,6,3,2,11,8,1,11,8,887
1218,3,6,3,3,18,12,1,18,12,735
1218,3,6,3,4,7,13,2,10,10,941
1218,3,8,4,1,11,8,1,11,8,787
1218,3,8,4,2,2,18,2,10,10,814
1218,3,8,4,3,30,10,1,30,10,740
1218,3,8,4,4,15,30,1,15,30,922
1218,3,9,2,1,18,10,1,18,10,744
1218,3,9,2,2,10,18,2,10,10,1418
1218,3,9,2,3,2,18,2,10,10,805
1218,3,9,2,4,17,3,1,17,3,770
1218,3,11,3,1,10,30,1,10,30,1464
1218,3,11,3,2,12,8,1,12,8,924
1218,3,11,3,3,22,12,1,22,12,727
1218,3,11,3,4,4,28,2,10,10,850
1218,3,13,1,1,10,22,1,10,22,1571
1218,3,13,1,2,8,16,2,10,10,1101
1218,3,13,1,3,30,10,1,30,10,979
1218,3,13,1,4,12,8,1,12,8,544
1218,3,14,2,1,11,8,1,11,8,920
1218,3,14,2,2,22,12,1,22,12,630
1218,3,14,2,3,8,16,2,10,10,930
1218,3,14,2,4,10,30,2,10,10,1325
1218,3,15,4,1,18,10,1,18,10,931
1218,3,15,4,2,12,18,1,12,18,690
1218,3,15,4,3,17,3,1,17,3,673
1218,3,15,4,4,4,28,2,10,10,1049
1218,3,18,3,1,31,3,1,31,3,832
1218,3,18,3,2,7,11,2,10,10,1408
1218,3,18,3,3,30,15,1,30,15,738
1218,3,18,3,4,15,30,1,15,30,768
1218,3,19,1,1,11,8,1,11,8,934
1218,3,19,1,2,7,13,2,10,10,643
1218,3,19,1,3,22,10,1,22,10,495
1218,3,19,1,4,10,30,1,10,30,1527
1218,3,20,2,1,12,18,1,12,18,988
1218,3,20,2,2,16,8,1,16,8,823
1218,3,20,2,3,30,15,1,30,15,592
1218,3,20,2,4,1,13,2,10,10,725
1218,3,21,4,1,12,3,1,12,3,615
1218,3,21,4,2,18,12,1,18,12,918
1218,3,21,4,3,10,30,2,10,10,1149
1218,3,21,4,4,7,13,2,10,10,1041
1218,3,23,3,1,30,10,1,30,10,583
1218,3,23,3,2,12,3,1,12,3,615
1218,3,23,3,3,2,18,2,10,10,901
1218,3,23,3,4,12,18,1,12,18,878
1218,3,25,1,1,12,18,1,12,18,821
1218,3,25,1,2,2,18,2,10,10,905
1218,3,25,1,3,18,12,1,18,12,637
1218,3,25,1,4,16,8,1,16,8,1141
1218,3,26,2,1,22,10,1,22,10,583
1218,3,26,2,2,12,22,1,12,22,720
1218,3,26,2,3,7,11,2,10,10,677
1218,3,26,2,4,12,8,1,12,8,659
1218,3,29,4,1,8,16,2,10,10,909
1218,3,29,4,2,12,8,1,12,8,983
1218,3,29,4,3,22,12,1,22,12,689
1218,3,29,4,4,12,22,1,12,22,814
1218,3,30,1,1,7,11,2,10,10,801
1218,3,30,1,2,12,22,1,12,22,626
1218,3,30,1,3,17,3,1,17,3,734
1218,3,30,1,4,30,15,1,30,15,652
1218,3,32,2,1,15,30,1,15,30,711
1218,3,32,2,2,31,3,1,31,3,943
1218,3,32,2,3,18,12,1,18,12,769
1218,3,32,2,4,7,13,2,10,10,599
1218,3,33,3,1,12,22,1,12,22,684
1218,3,33,3,2,16,8,1,16,8,673
1218,3,33,3,3,22,10,1,22,10,550
1218,3,33,3,4,1,13,2,10,10,688
1218,3,34,1,1,1,13,2,10,10,614
1218,3,34,1,2,22,12,1,22,12,597
1218,3,34,1,3,31,3,1,31,3,680
1218,3,34,1,4,10,18,2,10,10,1015
1218,3,35,4,1,10,22,1,10,22,1172
1218,3,35,4,2,7,11,2,10,10,898
1218,3,35,4,3,22,10,1,22,10,1055
1218,3,35,4,4,16,8,1,16,8,828
1219,1,1,3,1,12,3,1,12,3,2432
1219,1,1,3,2,30,25,1,30,25,1696
1219,1,1,3,3,6,22,1,6,22,2983
1219,1,1,3,4,30,10,1,30,10,1379
1219,1,2,1,1,31,3,1,31,3,2554
1219,1,2,1,2,22,10,1,22,10,1850
1219,1,2,1,3,30,25,1,30,25,1342
1219,1,2,1,4,4,12,2,10,10,2497
1219,1,3,4,1,22,6,1,22,6,1330
1219,1,3,4,2,10,26,1,10,26,1671
1219,1,3,4,3,25,30,1,25,30,1527
1219,1,3,4,4,4,12,2,10,10,2522
1219,1,5,2,1,11,6,1,11,6,1698
1219,1,5,2,2,20,30,1,20,30,1817
1219,1,5,2,3,4,16,2,10,10,2140
1219,1,5,2,4,10,26,1,10,26,2116
1219,1,8,4,1,30,10,1,30,10,1238
1219,1,8,4,2,12,8,1,12,8,1430
1219,1,8,4,3,7,11,2,10,10,2048
1219,1,8,4,4,14,26,1,14,26,1697
1219,1,9,3,1,11,6,1,11,6,1252
1219,1,9,3,2,12,18,1,12,18,1179
1219,1,9,3,3,22,10,1,22,10,972
1219,1,9,3,4,4,28,2,10,10,1728
1219,1,11,1,1,10,30,1,10,30,1658
1219,1,11,1,2,25,30,1,25,30,1493
1219,1,11,1,3,6,22,2,10,10,1756
1219,1,11,1,4,11,8,1,11,8,2138
1219,1,13,2,1,7,11,2,10,10,1552
1219,1,13,2,2,31,3,1,31,3,2208
1219,1,13,2,3,30,20,1,30,20,1157
1219,1,13,2,4,26,14,1,26,14,1009
1219,1,14,4,1,22,6,1,22,6,865
1219,1,14,4,2,6,22,2,10,10,1643
1219,1,14,4,3,26,10,1,26,10,1704
1219,1,14,4,4,30,20,1,30,20,901
1219,1,15,1,1,14,6,2,10,10,1814
1219,1,15,1,2,20,30,1,20,30,1171
1219,1,15,1,3,2,18,2,10,10,2161
1219,1,15,1,4,12,22,1,12,22,2335
1219,1,16,3,1,20,30,1,20,30,1467
1219,1,16,3,2,8,16,2,10,10,2013
1219,1,16,3,3,14,26,1,14,26,1202
1219,1,16,3,4,31,3,1,31,3,1444
1219,1,18,2,1,11,8,1,11,8,1256
1219,1,18,2,2,26,10,1,26,10,902
1219,1,18,2,3,30,29,1,30,29,1594
1219,1,18,2,4,8,16,2,10,10,2569
1219,1,19,4,1,4,16,2,10,10,1319
1219,1,19,4,2,12,3,2,10,10,3002
1219,1,19,4,3,10,22,1,10,22,1461
1219,1,19,4,4,20,30,1,20,30,1684
1219,1,21,1,1,4,16,2,10,10,1137
1219,1,21,1,2,10,22,1,10,22,1558
1219,1,21,1,3,11,6,2,10,10,2210
1219,1,21,1,4,26,10,1,26,10,1776
1219,1,22,2,1,4,16,2,10,10,1175
1219,1,22,2,2,12,3,1,12,3,1344
1219,1,22,2,3,10,22,1,10,22,1630
1219,1,22,2,4,30,15,1,30,15,1569
1219,1,23,3,1,4,12,2,10,10,1908
1219,1,23,3,2,30,29,1,30,29,1598
1219,1,23,3,3,14,6,1,14,6,1399
1219,1,23,3,4,25,30,1,25,30,1131
1219,1,26,3,1,26,14,1,26,14,1130
1219,1,26,3,2,15,30,1,15,30,1026
1219,1,26,3,3,7,11,2,10,10,1523
1219,1,26,3,4,14,6,1,14,6,1199
1219,1,27,1,1,14,6,1,14,6,919
1219,1,27,1,2,6,22,2,10,10,2069
1219,1,27,1,3,18,12,1,18,12,1714
1219,1,27,1,4,2,2,2,10,10,1215
1219,1,28,2,1,12,22,1,12,22,1451
1219,1,28,2,2,14,6,1,14,6,1341
1219,1,28,2,3,22,12,1,22,12,1405
1219,1,28,2,4,4,12,2,10,10,1614
1219,1,29,4,1,2,2,2,10,10,852
1219,1,29,4,2,26,14,1,26,14,1026
1219,1,29,4,3,4,16,2,10,10,1529
1219,1,29,4,4,16,8,1,16,8,1646
1219,1,32,3,1,11,8,1,11,8,1312
1219,1,32,3,2,10,18,1,10,18,1629
1219,1,32,3,3,18,12,1,18,12,1916
1219,1,32,3,4,2,18,2,10,10,1332
1219,1,33,1,1,30,10,1,30,10,1058
1219,1,33,1,2,12,18,1,12,18,1138
1219,1,33,1,3,17,3,1,17,3,1236
1219,1,33,1,4,7,11,2,10,10,1154
1219,1,35,4,1,18,18,1,18,18,899
1219,1,35,4,2,31,3,1,31,3,1165
1219,1,35,4,3,2,18,2,10,10,1443
1219,1,35,4,4,10,18,1,10,18,1193
1219,1,36,2,1,17,3,1,17,3,1538
1219,1,36,2,2,6,22,2,10,10,1554
1219,1,36,2,3,10,18,1,10,18,1322
1219,1,36,2,4,18,10,1,18,10,1172
1219,2,2,3,1,4,16,2,10,10,904
1219,2,2,3,2,22,6,1,22,6,1131
1219,2,2,3,3,10,22,1,10,22,1182
1219,2,2,3,4,30,15,1,30,15,918
1219,2,3,1,1,14,26,1,14,26,1408
1219,2,3,1,2,4,12,2,10,10,1449
1219,2,3,1,3,12,8,1,12,8,1677
1219,2,3,1,4,18,18,1,18,18,1059
1219,2,4,4,1,30,29,1,30,29,1242
1219,2,4,4,2,18,10,1,18,10,1023
1219,2,4,4,3,4,12,2,10,10,1117
1219,2,4,4,4,14,6,1,14,6,1056
1219,2,6,2,1,4,12,2,10,10,926
1219,2,6,2,2,18,12,1,18,12,1199
1219,2,6,2,3,30,25,1,30,25,1232
1219,2,6,2,4,22,6,1,22,6,1737
1219,2,7,3,1,4,12,2,10,10,964
1219,2,7,3,2,30,20,1,30,20,889
1219,2,7,3,3,12,8,2,10,10,1205
1219,2,7,3,4,18,10,1,18,10,955
1219,2,9,1,1,30,15,1,30,15,1010
1219,2,9,1,2,30,29,1,30,29,852
1219,2,9,1,3,22,6,1,22,6,954
1219,2,9,1,4,1,13,2,10,10,1482
1219,2,10,2,1,6,22,2,10,10,1652
1219,2,10,2,2,15,30,1,15,30,838
1219,2,10,2,3,16,8,1,16,8,1281
1219,2,10,2,4,2,2,2,10,10,796
1219,2,11,4,1,29,30,1,29,30,958
1219,2,11,4,2,10,30,1,10,30,1239
1219,2,11,4,3,1,13,2,10,10,1917
1219,2,11,4,4,14,6,1,14,6,1015
1219,2,13,3,1,4,16,2,10,10,1085
1219,2,13,3,2,29,30,1,29,30,1019
1219,2,13,3,3,11,6,1,11,6,1570
1219,2,13,3,4,10,26,1,10,26,1279
1219,2,15,1,1,15,30,1,15,30,867
1219,2,15,1,2,16,8,1,16,8,1494
1219,2,15,1,3,8,16,2,10,10,1635
1219,2,15,1,4,22,12,1,22,12,845
1219,2,17,4,1,12,18,1,12,18,1020
1219,2,17,4,2,22,12,1,22,12,1316
1219,2,17,4,3,11,6,1,11,6,1558
1219,2,17,4,4,6,22,2,10,10,2023
1219,2,18,2,1,29,30,1,29,30,786
1219,2,18,2,2,14,26,1,14,26,946
1219,2,18,2,3,2,18,2,10,10,957
1219,2,18,2,4,14,6,2,10,10,1308
1219,2,19,3,1,16,8,1,16,8,1145
1219,2,19,3,2,22,12,1,22,12,833
1219,2,19,3,3,18,18,1,18,18,1084
1219,2,19,3,4,1,13,2,10,10,898
1219,2,20,1,1,30,20,1,30,20,1692
