subject,run_number,Trialid,condition,choice_number,self_value,other_value,choice,self,other,choice_RT
1210,1,2,1,1,11,6,2,10,10,571
1210,1,2,1,2,20,30,1,20,30,644
1210,1,2,1,3,4,16,2,10,10,632
1210,1,2,1,4,10,26,2,10,10,451
1210,1,3,4,1,31,3,2,10,10,692
1210,1,3,4,2,22,10,1,22,10,746
1210,1,3,4,3,30,25,1,30,25,624
1210,1,3,4,4,4,12,2,10,10,555
1210,1,5,2,1,12,3,2,10,10,708
1210,1,5,2,2,30,25,1,30,25,739
1210,1,5,2,3,6,22,2,10,10,592
1210,1,5,2,4,30,10,1,30,10,559
1210,1,8,4,1,10,30,1,10,30,730
1210,1,8,4,2,25,30,1,25,30,545
1210,1,8,4,3,6,22,2,10,10,788
1210,1,8,4,4,11,8,1,11,8,678
1210,1,9,3,1,30,10,1,30,10,721
1210,1,9,3,2,12,8,1,12,8,672
1210,1,9,3,3,7,11,2,10,10,546
1210,1,9,3,4,14,26,1,14,26,541
1210,1,11,1,1,7,11,2,10,10,550
1210,1,11,1,2,31,3,1,31,3,785
1210,1,11,1,3,30,20,1,30,20,631
1210,1,11,1,4,26,14,1,26,14,684
1210,1,13,2,1,11,6,2,10,10,794
1210,1,13,2,2,12,18,1,12,18,697
1210,1,13,2,3,22,10,1,22,10,773
1210,1,13,2,4,4,28,2,10,10,746
1210,1,14,4,1,14,6,2,10,10,705
1210,1,14,4,2,20,30,1,20,30,564
1210,1,14,4,3,2,18,2,10,10,577
1210,1,14,4,4,12,22,1,12,22,733
1210,1,15,1,1,11,8,2,10,10,790
1210,1,15,1,2,26,10,1,26,10,628
1210,1,15,1,3,30,29,1,30,29,682
1210,1,15,1,4,8,16,2,10,10,824
1210,1,16,3,1,22,6,2,10,10,747
1210,1,16,3,2,6,22,2,10,10,710
1210,1,16,3,3,26,10,1,26,10,820
1210,1,16,3,4,30,20,1,30,20,645
1210,1,18,2,1,20,30,1,20,30,658
1210,1,18,2,2,8,16,2,10,10,713
1210,1,18,2,3,14,26,1,14,26,652
1210,1,18,2,4,31,3,2,10,10,699
1210,1,19,4,1,4,16,2,10,10,601
1210,1,19,4,2,10,22,1,10,22,875
1210,1,19,4,3,11,6,2,10,10,654
1210,1,19,4,4,26,10,1,26,10,677
1210,1,21,1,1,4,16,2,10,10,716
1210,1,21,1,2,12,3,2,10,10,575
1210,1,21,1,3,10,22,1,10,22,723
1210,1,21,1,4,30,15,1,30,15,658
1210,1,22,2,1,4,12,2,10,10,730
1210,1,22,2,2,30,29,1,30,29,642
1210,1,22,2,3,14,6,2,10,10,736
1210,1,22,2,4,25,30,1,25,30,819
1210,1,23,3,1,4,16,2,10,10,727
1210,1,23,3,2,12,3,2,10,10,704
1210,1,23,3,3,10,22,1,10,22,882
1210,1,23,3,4,20,30,1,20,30,686
1210,1,26,3,1,2,2,2,10,10,1181
1210,1,26,3,2,26,14,1,26,14,588
1210,1,26,3,3,4,16,2,10,10,614
1210,1,26,3,4,16,8,2,10,10,482
1210,1,27,1,1,12,22,2,10,10,809
1210,1,27,1,2,14,6,2,10,10,656
1210,1,27,1,3,22,12,1,22,12,685
1210,1,27,1,4,4,12,2,10,10,746
1210,1,28,2,1,26,14,1,26,14,653
1210,1,28,2,2,15,30,1,15,30,624
1210,1,28,2,3,7,11,2,10,10,472
1210,1,28,2,4,14,6,2,10,10,737
1210,1,29,4,1,14,6,1,14,6,1048
1210,1,29,4,2,6,22,2,10,10,573
1210,1,29,4,3,18,12,2,10,10,555
1210,1,29,4,4,2,2,2,10,10,873
1210,1,32,3,2,31,3,2,10,10,487
1210,1,32,3,3,2,18,2,10,10,863
1210,1,32,3,4,10,18,1,10,18,976
1210,1,33,1,1,17,3,1,17,3,654
1210,1,33,1,2,6,22,2,10,10,511
1210,1,33,1,3,10,18,1,10,18,656
1210,1,33,1,4,18,10,1,18,10,654
1210,1,35,4,1,30,10,1,30,10,894
1210,1,35,4,2,12,18,1,12,18,930
1210,1,35,4,3,17,3,2,10,10,1025
1210,1,35,4,4,7,11,2,10,10,846
1210,1,36,2,1,11,8,2,10,10,822
1210,1,36,2,2,10,18,1,10,18,678
1210,1,36,2,3,18,12,1,18,12,702
1210,1,36,2,4,2,18,2,10,10,600
1210,2,2,3,1,30,29,1,30,29,694
1210,2,2,3,2,18,10,1,18,10,768
1210,2,2,3,3,4,12,2,10,10,626
1210,2,2,3,4,14,6,2,10,10,820
1210,2,3,1,1,4,12,2,10,10,622
1210,2,3,1,2,18,12,1,18,12,600
1210,2,3,1,3,30,25,1,30,25,548
1210,2,3,1,4,22,6,2,10,10,993
1210,2,4,4,1,14,26,1,14,26,793
1210,2,4,4,2,4,12,2,10,10,772
1210,2,4,4,3,12,8,2,10,10,778
1210,2,6,2,1,4,16,2,10,10,756
1210,2,6,2,2,22,6,2,10,10,814
1210,2,6,2,3,10,22,1,10,22,725
1210,2,6,2,4,30,15,1,30,15,704
1210,2,7,3,1,29,30,1,29,30,683
1210,2,7,3,2,10,30,1,10,30,719
1210,2,7,3,3,1,13,2,10,10,652
1210,2,7,3,4,14,6,1,14,6,890
1210,2,9,1,1,6,22,2,10,10,840
1210,2,9,1,2,15,30,1,15,30,682
1210,2,9,1,3,16,8,2,10,10,721
1210,2,9,1,4,2,2,2,10,10,504
1210,2,10,2,1,4,12,2,10,10,595
1210,2,10,2,2,30,20,1,30,20,638
1210,2,10,2,3,12,8,2,10,10,711
1210,2,10,2,4,18,10,2,10,10,843
1210,2,11,4,1,30,15,1,30,15,654
1210,2,11,4,2,30,29,1,30,29,960
1210,2,11,4,3,22,6,1,22,6,1014
1210,2,11,4,4,1,13,2,10,10,1294
1210,2,13,3,1,12,18,1,12,18,837
1210,2,13,3,2,22,12,1,22,12,1044
1210,2,13,3,3,11,6,2,10,10,668
1210,2,13,3,4,6,22,2,10,10,624
1210,2,15,1,1,29,30,1,29,30,571
1210,2,15,1,2,14,26,1,14,26,871
1210,2,15,1,3,2,18,2,10,10,597
1210,2,15,1,4,14,6,2,10,10,799
1210,2,17,4,1,15,30,1,15,30,838
1210,2,17,4,2,16,8,2,10,10,709
1210,2,17,4,3,8,16,2,10,10,695
1210,2,17,4,4,22,12,1,22,12,1177
1210,2,18,2,1,4,16,2,10,10,618
1210,2,18,2,2,29,30,1,29,30,603
1210,2,18,2,3,11,6,2,10,10,711
1210,2,18,2,4,10,26,1,10,26,581
1210,2,19,3,1,12,22,1,12,22,449
1210,2,19,3,2,11,8,1,11,8,592
1210,2,19,3,3,22,10,1,22,10,621
1210,2,20,1,1,12,8,1,12,8,831
1210,2,20,1,2,1,13,2,10,10,613
1210,2,20,1,3,22,10,1,22,10,589
1210,2,20,1,4,10,30,2,10,10,845
1210,2,22,4,1,30,20,1,30,20,722
1210,2,22,4,2,4,28,2,10,10,884
1210,2,22,4,3,22,6,2,10,10,730
1210,2,22,4,4,29,30,1,29,30,610
1210,2,24,2,1,16,8,2,10,10,593
1210,2,24,2,2,22,12,1,22,12,545
1210,2,24,2,4,1,13,2,10,10,663
1210,2,25,3,1,15,30,1,15,30,547
1210,2,25,3,2,17,3,1,17,3,926
1210,2,25,3,3,4,28,2,10,10,665
1210,2,25,3,4,18,12,2,10,10,495
1210,2,26,1,1,22,6,2,10,10,502
1210,2,26,1,2,4,28,2,10,10,837
1210,2,26,1,3,12,18,2,10,10,655
1210,2,26,1,4,30,10,1,30,10,914
1210,2,29,2,1,6,22,2,10,10,824
1210,2,29,2,2,26,10,1,26,10,470
1210,2,29,2,3,22,6,1,22,6,587
1210,2,29,2,4,10,30,1,10,30,987
1210,2,30,4,1,4,16,2,10,10,617
1210,2,30,4,2,12,3,1,12,3,779
1210,2,30,4,3,10,26,1,10,26,728
1210,2,30,4,4,26,14,1,26,14,756
1210,3,14,1,2,7,13,2,10,10,584
1210,2,31,1,3,25,30,2,10,10,14
1210,2,31,1,4,11,6,2,10,10,905
1210,2,32,3,1,30,15,2,10,10,130
1210,2,32,3,2,8,16,2,10,10,1143
1210,2,32,3,3,11,6,2,10,10,745
1210,2,32,3,4,30,25,1,30,25,530
1210,2,33,4,2,10,18,1,10,18,884
1210,2,33,4,3,18,10,1,18,10,1699
1210,2,33,4,4,11,6,1,11,6,392
1210,2,34,2,1,2,2,2,10,10,901
1210,2,34,2,2,17,3,2,10,10,1489
1210,2,34,2,3,12,22,1,12,22,690
1210,3,34,2,4,7,13,2,10,10,821
1210,3,1,1,1,4,28,1,4,28,631
1210,3,1,1,2,12,3,2,10,10,716
1210,3,1,1,3,18,10,1,18,10,574
1210,3,1,1,4,15,30,1,15,30,699
1210,3,3,3,1,17,3,2,10,10,747
1210,3,3,3,2,8,16,2,10,10,664
1210,3,3,3,3,10,18,1,10,18,926
1210,3,3,3,4,18,10,1,18,10,674
1210,3,5,4,1,30,15,1,30,15,653
1210,3,5,4,2,1,13,2,10,10,658
1210,3,5,4,3,31,3,2,10,10,529
1210,3,5,4,4,10,18,1,10,18,918
1210,3,6,2,1,30,10,1,30,10,573
1210,3,6,2,2,10,22,1,10,22,669
1210,3,6,2,3,4,28,2,10,10,575
1210,3,6,2,4,12,3,2,10,10,777
1210,3,8,1,1,10,22,1,10,22,760
1210,3,8,1,2,8,16,2,10,10,804
1210,3,8,1,3,30,10,2,10,10,772
1210,3,8,1,4,12,8,2,10,10,832
1210,3,9,4,1,11,8,2,10,10,744
1210,3,9,4,2,2,18,2,10,10,651
1210,3,9,4,3,30,10,1,30,10,555
1210,3,9,4,4,15,30,1,15,30,745
1210,3,11,3,1,10,22,1,10,22,585
1210,3,11,3,2,11,8,2,10,10,607
1210,3,11,3,3,18,12,1,18,12,613
1210,3,12,2,1,18,10,1,18,10,587
1210,3,12,2,2,10,18,1,10,18,652
1210,3,12,2,3,2,18,2,10,10,678
1210,3,12,2,4,17,3,2,10,10,664
1210,3,14,1,1,11,8,2,10,10,617
1210,3,11,3,4,7,13,2,10,10,743
1210,3,14,1,3,22,10,1,22,10,637
1210,3,14,1,4,10,30,1,10,30,716
1210,3,16,3,1,10,30,1,10,30,708
1210,3,16,3,2,12,8,1,12,8,702
1210,3,16,3,3,22,12,1,22,12,700
1210,3,16,3,4,4,28,2,10,10,975
1210,3,17,4,1,18,10,1,18,10,685
1210,3,17,4,2,12,18,1,12,18,698
1210,3,17,4,3,17,3,2,10,10,965
1210,3,17,4,4,4,28,2,10,10,737
1210,3,18,2,1,11,8,2,10,10,711
1210,3,18,2,2,22,12,1,22,12,600
1210,3,18,2,3,8,16,2,10,10,747
1210,3,18,2,4,10,30,1,10,30,741
1210,3,20,3,1,31,3,2,10,10,803
1210,3,20,3,2,7,11,2,10,10,793
1210,3,20,3,3,30,15,1,30,15,853
1210,3,20,3,4,15,30,1,15,30,691
1210,3,21,1,1,12,18,1,12,18,770
1210,3,21,1,2,2,18,2,10,10,954
1210,3,21,1,3,18,12,1,18,12,726
1210,3,21,1,4,16,8,2,10,10,704
1210,3,22,2,1,12,18,1,12,18,837
1210,3,22,2,2,16,8,2,10,10,715
1210,3,22,2,3,30,15,1,30,15,580
1210,3,22,2,4,1,13,2,10,10,695
1210,3,24,4,1,12,3,2,10,10,1063
1210,3,24,4,2,18,12,1,18,12,764
1210,3,24,4,3,10,30,1,10,30,792
1210,3,26,3,1,30,10,1,30,10,699
1210,3,26,3,2,12,3,2,10,10,824
1210,3,26,3,3,2,18,2,10,10,659
1210,3,26,3,4,12,18,1,12,18,812
1210,3,27,2,1,22,10,1,22,10,659
1210,3,27,2,2,12,22,1,12,22,890
1210,3,27,2,3,7,11,2,10,10,658
1210,3,27,2,4,12,8,2,10,10,833
1210,3,28,4,1,8,16,2,10,10,783
1210,3,28,4,2,12,8,2,10,10,718
1210,3,28,4,3,22,12,1,22,12,998
1210,3,28,4,4,12,22,1,12,22,796
1210,3,29,1,1,7,11,2,10,10,848
1210,3,29,1,2,12,22,1,12,22,703
1210,3,29,1,3,17,3,2,10,10,950
1210,3,29,1,4,30,15,1,30,15,767
1210,3,32,3,1,12,22,1,12,22,780
1210,3,32,3,2,16,8,2,10,10,898
1210,3,32,3,3,22,10,1,22,10,777
1210,3,32,3,4,1,13,2,10,10,612
1210,3,33,4,1,10,22,1,10,22,677
1210,3,33,4,2,7,11,2,10,10,858
1210,3,33,4,3,22,10,1,22,10,737
1210,3,33,4,4,16,8,2,10,10,1018
1210,3,34,2,1,15,30,1,15,30,833
1210,3,34,2,2,31,3,1,31,3,752
1210,3,34,2,3,18,12,1,18,12,871
1210,3,24,4,4,7,13,2,10,10,654
1210,3,35,1,1,1,13,2,10,10,767
1210,3,35,1,2,22,12,1,22,12,851
1210,3,35,1,3,31,3,2,10,10,835
1210,3,35,1,4,10,18,1,10,18,1195
1211,1,1,4,1,22,6,1,22,6,967
1211,1,1,4,2,10,26,1,10,26,1377
1211,1,1,4,3,25,30,1,25,30,1458
1211,1,1,4,4,4,12,2,10,10,1410
1211,1,4,2,1,11,6,1,11,6,1116
1211,1,4,2,2,20,30,1,20,30,1459
1211,1,4,2,3,4,16,2,10,10,1168
1211,1,4,2,4,10,26,1,10,26,1632
1211,1,5,3,1,12,3,2,10,10,1547
1211,1,5,3,2,30,25,1,30,25,1050
1211,1,5,3,3,6,22,2,10,10,1205
1211,1,5,3,4,30,10,1,30,10,802
1211,1,6,1,1,31,3,2,10,10,1319
1211,1,6,1,2,22,10,1,22,10,1879
1211,1,6,1,3,30,25,1,30,25,1420
1211,1,6,1,4,4,12,2,10,10,1421
1211,1,7,4,1,30,10,1,30,10,1169
1211,1,7,4,2,12,8,2,10,10,1362
1211,1,7,4,3,7,11,2,10,10,1097
1211,1,7,4,4,14,26,1,14,26,1417
1211,1,11,2,1,7,11,2,10,10,1214
1211,1,11,2,2,31,3,2,10,10,1607
1211,1,11,2,3,30,20,1,30,20,1286
1211,1,11,2,4,26,14,1,26,14,822
1211,1,12,3,1,11,6,2,10,10,1475
1211,1,12,3,2,12,18,1,12,18,1114
1211,1,12,3,3,22,10,1,22,10,826
1211,1,12,3,4,4,28,2,10,10,1644
1211,1,13,1,1,10,30,1,10,30,1150
1211,1,13,1,2,25,30,1,25,30,1134
1211,1,13,1,3,6,22,2,10,10,1518
1211,1,13,1,4,11,8,1,11,8,1133
1211,1,14,3,1,20,30,1,20,30,984
1211,1,14,3,2,8,16,2,10,10,1566
1211,1,14,3,3,14,26,1,14,26,1436
1211,1,14,3,4,31,3,1,31,3,914
1211,1,15,4,1,22,6,2,10,10,1676
1211,1,15,4,2,6,22,2,10,10,1349
1211,1,15,4,3,26,10,1,26,10,804
1211,1,15,4,4,30,20,1,30,20,1154
1211,1,17,1,1,14,6,1,14,6,1328
1211,1,17,1,2,20,30,1,20,30,986
1211,1,17,1,4,12,22,1,12,22,1105
1211,1,19,3,1,4,12,2,10,10,959
1211,1,19,3,2,30,29,1,30,29,1085
1211,1,19,3,3,14,6,1,14,6,1074
1211,1,19,3,4,25,30,1,25,30,758
1211,1,20,1,1,4,16,2,10,10,1132
1211,1,20,1,2,10,22,1,10,22,1122
1211,1,20,1,3,11,6,2,10,10,1306
1211,1,20,1,4,26,10,1,26,10,1155
1211,1,21,4,1,4,16,2,10,10,1089
1211,1,21,4,2,12,3,2,10,10,1243
1211,1,21,4,3,10,22,1,10,22,1157
1211,1,21,4,4,20,30,1,20,30,821
1211,1,22,3,1,26,14,1,26,14,888
1211,1,22,3,2,15,30,1,15,30,914
1211,1,22,3,3,7,11,2,10,10,1294
1211,1,22,3,4,14,6,1,14,6,1612
1211,1,23,2,1,11,8,1,11,8,1350
1211,1,23,2,2,26,10,1,26,10,1164
1211,1,23,2,3,30,29,1,30,29,1032
1211,1,23,2,4,8,16,2,10,10,1120
1211,1,25,4,1,2,2,2,10,10,1378
1211,1,25,4,2,26,14,1,26,14,688
1211,1,25,4,3,4,16,2,10,10,1152
1211,1,25,4,4,16,8,1,16,8,1111
1211,1,27,2,1,4,16,2,10,10,974
1211,1,27,2,2,12,3,1,12,3,782
1211,1,27,2,3,10,22,1,10,22,1213
1211,1,27,2,4,30,15,1,30,15,776
1211,1,28,1,1,14,6,2,10,10,1298
1211,1,28,1,2,6,22,2,10,10,943
1211,1,28,1,3,18,12,1,18,12,778
1211,1,28,1,4,2,2,2,10,10,773
1211,1,29,3,1,11,8,2,10,10,1037
1211,1,29,3,2,10,18,1,10,18,908
1211,1,29,3,3,18,12,1,18,12,862
1211,3,8,1,2,2,18,2,10,10,798
1211,1,32,2,1,12,22,1,12,22,997
1211,1,32,2,2,14,6,1,14,6,1010
1211,1,32,2,3,22,12,1,22,12,1018
1211,1,32,2,4,4,12,2,10,10,892
1211,1,33,4,1,18,18,1,18,18,850
1211,1,33,4,2,31,3,1,31,3,1063
1211,1,33,4,4,10,18,1,10,18,1068
1211,1,34,1,1,30,10,1,30,10,943
1211,1,34,1,2,12,18,1,12,18,980
1211,1,34,1,3,17,3,1,17,3,862
1211,1,34,1,4,7,11,2,10,10,841
1211,1,36,2,1,17,3,1,17,3,960
1211,1,36,2,2,6,22,2,10,10,1111
1211,1,36,2,3,10,18,1,10,18,1567
1211,1,36,2,4,18,10,1,18,10,1016
1211,2,1,2,1,4,12,2,10,10,849
1211,2,1,2,2,18,12,1,18,12,1131
1211,2,1,2,3,30,25,1,30,25,814
1211,2,1,2,4,22,6,1,22,6,970
1211,2,4,1,1,14,26,1,14,26,1033
1211,2,4,1,2,4,12,2,10,10,1101
1211,2,4,1,3,12,8,1,12,8,1092
1211,2,4,1,4,18,18,1,18,18,981
1211,2,5,3,1,4,16,2,10,10,865
1211,2,5,3,2,22,6,1,22,6,742
1211,2,5,3,3,10,22,1,10,22,1129
1211,2,5,3,4,30,15,1,30,15,859
1211,2,6,4,1,30,29,1,30,29,904
1211,2,6,4,2,18,10,1,18,10,1198
1211,2,6,4,3,4,12,2,10,10,1084
1211,2,6,4,4,14,6,1,14,6,707
1211,2,8,2,1,6,22,1,6,22,1033
1211,2,8,2,2,15,30,1,15,30,1132
1211,2,8,2,3,16,8,1,16,8,856
1211,2,8,2,4,2,2,2,10,10,685
1211,2,10,1,1,30,15,1,30,15,735
1211,2,10,1,2,30,29,1,30,29,624
1211,2,10,1,3,22,6,1,22,6,615
1211,2,10,1,4,1,13,2,10,10,1110
1211,2,11,4,1,29,30,1,29,30,738
1211,2,11,4,2,10,30,1,10,30,749
1211,2,11,4,3,1,13,2,10,10,828
1211,2,11,4,4,14,6,1,14,6,765
1211,2,12,3,1,4,12,2,10,10,847
1211,2,12,3,2,30,20,1,30,20,888
1211,2,12,3,3,12,8,1,12,8,1187
1211,2,12,3,4,18,10,1,18,10,780
1211,2,13,4,1,12,18,1,12,18,802
1211,2,13,4,2,22,12,1,22,12,671
1211,2,13,4,3,11,6,1,11,6,1082
1211,2,13,4,4,6,22,2,10,10,977
1211,2,16,2,1,29,30,1,29,30,867
1211,2,16,2,2,14,26,1,14,26,901
1211,3,20,2,2,2,18,2,10,10,919
1211,2,16,2,4,14,6,2,10,10,763
1211,2,17,1,1,15,30,1,15,30,919
1211,2,17,1,2,16,8,1,16,8,1114
1211,2,17,1,3,8,16,2,10,10,1066
1211,2,17,1,4,22,12,1,22,12,739
1211,2,18,3,1,4,16,2,10,10,961
1211,2,18,3,2,29,30,1,29,30,701
1211,2,18,3,3,11,6,1,11,6,1033
1211,2,18,3,4,10,26,1,10,26,1116
1211,2,19,1,1,30,20,1,30,20,843
1211,2,19,1,2,4,28,2,10,10,1039
1211,2,19,1,3,22,6,1,22,6,660
1211,2,19,1,4,29,30,1,29,30,637
1211,2,20,4,1,12,22,1,12,22,758
1211,2,20,4,2,11,8,2,10,10,1197
1211,2,20,4,3,22,10,1,22,10,668
1211,2,20,4,4,7,13,2,10,10,757
1211,2,21,1,1,4,16,2,10,10,901
1211,2,21,1,2,12,3,1,12,3,831
1211,2,21,1,3,10,26,1,10,26,1062
1211,2,21,1,4,26,14,1,26,14,718
1211,2,22,2,1,12,8,1,12,8,1431
1211,2,22,2,2,1,13,2,10,10,679
1211,2,22,2,3,22,10,1,22,10,589
1211,2,22,2,4,10,30,1,10,30,1031
1211,2,25,3,1,16,8,1,16,8,741
1211,2,25,3,2,22,12,1,22,12,748
1211,2,25,3,3,18,18,1,18,18,735
1211,2,25,3,4,1,13,2,10,10,748
1211,2,27,4,1,15,30,1,15,30,829
1211,2,27,4,2,17,3,1,17,3,731
1211,2,27,4,3,4,28,1,4,28,981
1211,2,27,4,4,18,12,1,18,12,749
1211,2,29,2,1,22,6,1,22,6,710
1211,2,29,2,2,4,28,2,10,10,1459
1211,2,29,2,3,12,18,1,12,18,875
1211,2,29,2,4,30,10,1,30,10,792
1211,2,31,3,1,6,22,2,10,10,860
1211,2,31,3,2,26,10,1,26,10,616
1211,2,31,3,3,22,6,1,22,6,1095
1211,2,31,3,4,10,30,1,10,30,1046
1211,2,33,1,1,7,13,2,10,10,822
1211,2,33,1,2,10,18,1,10,18,1509
1211,2,33,1,3,18,10,1,18,10,730
1211,2,33,1,4,11,6,1,11,6,998
1211,2,34,4,1,30,15,1,30,15,643
1211,2,34,4,2,8,16,2,10,10,1022
1211,2,34,4,3,11,6,2,10,10,649
1211,2,34,4,4,30,25,1,30,25,693
1211,2,35,2,1,18,18,1,18,18,1174
1211,2,35,2,2,7,13,2,10,10,858
1211,2,35,2,3,25,30,1,25,30,672
1211,2,35,2,4,11,6,1,11,6,1406
1211,2,36,3,1,2,2,2,10,10,761
1211,2,36,3,2,17,3,1,17,3,895
1211,2,36,3,3,12,22,1,12,22,1049
1211,2,36,3,4,7,13,2,10,10,872
1211,3,1,1,1,30,15,1,30,15,634
1211,3,1,1,2,1,13,2,10,10,702
1211,3,1,1,3,31,3,1,31,3,727
1211,3,1,1,4,10,18,1,10,18,966
1211,3,2,4,1,17,3,1,17,3,663
1211,3,2,4,2,8,16,2,10,10,908
1211,3,2,4,3,10,18,1,10,18,1010
1211,3,2,4,4,18,10,1,18,10,585
1211,3,4,2,1,4,28,2,10,10,997
1211,3,4,2,2,12,3,2,10,10,836
1211,3,4,2,3,18,10,1,18,10,960
1211,3,4,2,4,15,30,1,15,30,906
1211,3,5,3,1,30,10,1,30,10,660
1211,3,5,3,2,10,22,1,10,22,903
1211,3,5,3,3,4,28,2,10,10,851
1211,3,5,3,4,12,3,1,12,3,918
1211,3,7,4,1,10,22,1,10,22,846
1211,3,7,4,2,11,8,1,11,8,929
1211,3,7,4,3,18,12,1,18,12,707
1211,3,7,4,4,7,13,2,10,10,736
1211,3,8,1,1,11,8,1,11,8,839
1211,1,29,3,4,2,18,2,10,10,942
1211,3,8,1,3,30,10,1,30,10,705
1211,3,8,1,4,15,30,1,15,30,972
1211,3,9,2,1,10,22,1,10,22,1053
1211,3,9,2,2,8,16,2,10,10,1175
1211,3,9,2,3,30,10,1,30,10,697
1211,3,9,2,4,12,8,2,10,10,884
1211,3,10,3,1,18,10,1,18,10,724
1211,3,10,3,2,10,18,1,10,18,1179
1211,3,10,3,4,17,3,1,17,3,748
1211,3,13,3,1,11,8,1,11,8,1461
1211,3,13,3,2,22,12,1,22,12,800
1211,3,13,3,3,8,16,2,10,10,878
1211,3,13,3,4,10,30,1,10,30,784
1211,3,14,1,1,18,10,1,18,10,799
1211,3,14,1,2,12,18,1,12,18,939
1211,3,14,1,3,17,3,1,17,3,634
1211,3,14,1,4,4,28,2,10,10,965
1211,3,16,2,1,11,8,1,11,8,926
1211,3,16,2,2,7,13,2,10,10,845
1211,3,16,2,3,22,10,1,22,10,749
1211,3,16,2,4,10,30,1,10,30,856
1211,3,17,4,1,10,30,1,10,30,704
1211,3,17,4,2,12,8,1,12,8,879
1211,3,17,4,3,22,12,1,22,12,764
1211,3,17,4,4,4,28,2,10,10,959
1211,3,18,1,1,12,3,1,12,3,1277
1211,3,18,1,2,18,12,1,18,12,732
1211,3,18,1,3,10,30,1,10,30,828
1211,3,18,1,4,7,13,2,10,10,910
1211,3,19,3,1,12,18,1,12,18,704
1211,3,19,3,2,16,8,1,16,8,707
1211,3,19,3,3,30,15,1,30,15,650
1211,3,19,3,4,1,13,2,10,10,1151
1211,3,20,2,1,12,18,1,12,18,707
1211,1,33,4,3,2,18,2,10,10,993
1211,3,20,2,3,18,12,1,18,12,653
1211,3,20,2,4,16,8,1,16,8,1487
1211,3,23,4,1,31,3,1,31,3,732
1211,3,23,4,2,7,11,2,10,10,1062
1211,3,23,4,3,30,15,1,30,15,1044
1211,3,23,4,4,15,30,1,15,30,836
1211,3,24,2,1,7,11,2,10,10,1372
1211,3,24,2,2,12,22,1,12,22,792
1211,3,24,2,3,17,3,1,17,3,701
1211,3,24,2,4,30,15,1,30,15,836
1211,3,25,1,1,8,16,2,10,10,701
1211,3,25,1,2,12,8,1,12,8,702
1211,3,25,1,3,22,12,1,22,12,651
1211,3,25,1,4,12,22,1,12,22,868
1211,3,26,3,1,22,10,1,22,10,695
1211,3,26,3,2,12,22,1,12,22,1024
1211,3,26,3,3,7,11,2,10,10,1378
1211,3,26,3,4,12,8,1,12,8,886
1211,3,27,4,1,30,10,1,30,10,788
1211,3,27,4,2,12,3,1,12,3,672
1211,3,27,4,4,12,18,1,12,18,760
1211,3,30,2,1,1,13,2,10,10,1071
1211,3,30,2,2,22,12,1,22,12,1004
1211,3,30,2,3,31,3,1,31,3,1422
1211,3,30,2,4,10,18,1,10,18,1127
1211,3,31,3,1,15,30,1,15,30,1026
1211,3,31,3,2,31,3,1,31,3,1021
1211,3,31,3,3,18,12,1,18,12,1010
1211,3,31,3,4,7,13,2,10,10,792
1211,3,33,4,1,12,22,1,12,22,1205
1211,3,33,4,2,16,8,1,16,8,1148
1211,3,33,4,3,22,10,1,22,10,1095
1211,3,33,4,4,1,13,2,10,10,1260
1211,3,35,1,1,10,22,1,10,22,903
1211,3,35,1,2,7,11,2,10,10,899
1211,3,35,1,3,22,10,1,22,10,2642
1211,3,35,1,4,16,8,1,16,8,917
1212,1,2,3,1,11,6,2,10,10,1554
1212,1,2,3,2,20,30,1,20,30,1198
1212,1,2,3,3,4,16,2,10,10,1183
1212,1,2,3,4,10,26,1,10,26,840
1212,1,3,2,1,31,3,1,31,3,1688
1212,1,3,2,2,22,10,1,22,10,980
1212,1,3,2,3,30,25,1,30,25,873
1212,1,3,2,4,4,12,2,10,10,983
1212,1,4,4,1,12,3,2,10,10,1023
1212,1,4,4,2,30,25,1,30,25,804
1212,1,4,4,3,6,22,2,10,10,939
1212,1,4,4,4,30,10,1,30,10,1051
1212,1,6,1,1,22,6,2,10,10,1091
1212,1,6,1,2,10,26,1,10,26,696
1212,1,6,1,3,25,30,1,25,30,782
1212,1,6,1,4,4,12,2,10,10,1177
1212,1,8,4,1,11,6,2,10,10,1186
1212,1,8,4,2,12,18,1,12,18,1114
1212,1,8,4,3,22,10,1,22,10,694
1212,1,8,4,4,4,28,2,10,10,853
1212,1,9,2,1,10,30,1,10,30,879
1212,1,9,2,2,25,30,1,25,30,990
1212,1,9,2,3,6,22,2,10,10,972
1212,1,9,2,4,11,8,2,10,10,1375
1212,1,10,3,1,7,11,2,10,10,1422
1212,1,10,3,2,31,3,1,31,3,1301
1212,1,10,3,3,30,20,1,30,20,844
1212,1,10,3,4,26,14,1,26,14,855
1212,1,12,2,1,14,6,2,10,10,1393
1212,1,12,2,2,20,30,1,20,30,726
1212,1,12,2,3,2,18,2,10,10,1307
1212,1,12,2,4,12,22,1,12,22,1083
1212,1,13,4,1,20,30,1,20,30,812
1212,1,13,4,2,8,16,2,10,10,1126
1212,1,13,4,3,14,26,1,14,26,679
1212,1,13,4,4,31,3,1,31,3,1413
1212,1,14,1,1,30,10,1,30,10,811
1212,1,14,1,2,12,8,1,12,8,1390
1212,1,14,1,3,7,11,1,7,11,1343
1212,1,14,1,4,14,26,1,14,26,1096
